Timestamp,Location,Family member,Age,Male members,Female members,Building age,Land size,Male guest room,Female guest room,Living room,Outside room,,total family members ,,,,
2019/05/24 7:31:43 pm GMT-6,4.00,1.00,50.00,3.00,3.00,1994.00,300.00,100.00,0.00,360.00,360.00,,6.00,,,,
2019/05/24 7:33:57 pm GMT-6,5.00,1.00,50.00,3.00,3.00,2014.00,450.00,1.00,0.00,80.00,360.00,,6.00,,,,
2019/05/24 7:34:05 pm GMT-6,3.00,2.00,50.00,5.00,3.00,1998.00,250.00,1.00,0.00,360.00,300.00,,8.00,,,,
2019/05/24 8:20:06 pm GMT-6,4.00,2.00,50.00,3.00,4.00,2001.00,430.00,10.00,30.00,360.00,360.00,,7.00,,,,
2019/05/24 8:27:33 pm GMT-6,2.00,2.00,50.00,5.00,1.00,2010.00,500.00,2.00,10.00,360.00,10.00,,6.00,,,,
2019/05/24 8:41:32 pm GMT-6,5.00,2.00,50.00,3.00,3.00,2010.00,700.00,3.00,3.00,360.00,360.00,,6.00,,,,
2019/05/24 9:05:18 pm GMT-6,2.00,1.00,50.00,7.00,3.00,2000.00,500.00,2.00,0.00,360.00,300.00,,10.00,,,,
2019/05/25 6:52:48 am GMT-6,4.00,1.00,50.00,3.00,4.00,2005.00,300.00,4.00,52.00,360.00,300.00,,7.00,,,,
2019/05/25 7:17:13 am GMT-6,5.00,2.00,50.00,6.00,3.00,2017.00,750.00,5.00,5.00,360.00,360.00,,9.00,,,,
2019/05/25 7:25:16 am GMT-6,2.00,2.00,50.00,2.00,4.00,2005.00,400.00,3.00,0.00,360.00,0.00,,6.00,,,,
2019/05/25 7:41:01 am GMT-6,1.00,1.00,50.00,3.00,5.00,2000.00,400.00,0.00,4.00,360.00,200.00,,8.00,,,,
2019/05/25 7:43:50 am GMT-6,2.00,2.00,50.00,1.00,1.00,2013.00,412.00,6.00,20.00,360.00,4.00,,2.00,,,,
2019/05/25 8:21:11 am GMT-6,1.00,1.00,50.00,4.00,3.00,2013.00,275.00,2.00,0.00,360.00,0.00,,7.00,,,,
2019/05/25 8:21:43 am GMT-6,2.00,1.00,50.00,2.00,5.00,2004.00,500.00,10.00,5.00,360.00,360.00,,7.00,,,,
2019/05/25 8:56:02 am GMT-6,2.00,1.00,50.00,2.00,2.00,2011.00,480.00,1.00,360.00,100.00,360.00,,4.00,,,,
2019/05/25 8:56:03 am GMT-6,2.00,2.00,50.00,2.00,4.00,2012.00,600.00,5.00,20.00,360.00,360.00,,6.00,,,,
2019/05/25 10:44:11 am GMT-6,2.00,2.00,50.00,4.00,3.00,2010.00,500.00,16.00,360.00,360.00,360.00,,7.00,,,,
2019/05/25 12:15:06 pm GMT-6,5.00,1.00,50.00,3.00,4.00,1999.00,500.00,5.00,50.00,360.00,360.00,,7.00,,,,
2019/05/25 3:20:32 pm GMT-6,2.00,2.00,50.00,3.00,4.00,2007.00,750.00,10.00,5.00,360.00,10.00,,7.00,,,,
2019/05/25 5:39:36 pm GMT-6,5.00,1.00,50.00,4.00,5.00,2009.00,500.00,5.00,1.00,360.00,50.00,,9.00,,,,
2019/05/26 7:31:29 am GMT-6,2.00,2.00,50.00,3.00,3.00,2013.00,2360.00,250.00,250.00,360.00,360.00,,6.00,,,,
2019/05/26 7:36:00 am GMT-6,2.00,1.00,50.00,4.00,3.00,2012.00,400.00,4.00,5.00,250.00,100.00,,7.00,,,,
2019/06/03 5:54:42 am GMT-6,4.00,1.00,50.00,5.00,3.00,2003.00,300.00,10.00,0.00,360.00,0.00,,8.00,,,,
2019/05/22 4:11:26 am GMT-6,3.00,2.00,51.00,10.00,3.00,2008.00,600.00,25.00,60.00,360.00,50.00,,13.00,,,,
2019/05/22 12:30:29 pm GMT-6,2.00,1.00,51.00,3.00,6.00,2011.00,6000.00,52.00,24.00,360.00,360.00,,9.00,,,,
2019/05/22 12:39:54 pm GMT-6,2.00,1.00,51.00,3.00,6.00,2010.00,6000.00,36.00,24.00,360.00,300.00,,9.00,,,,
2019/05/24 3:34:19 pm GMT-6,2.00,2.00,51.00,3.00,1.00,2017.00,500.00,5.00,9.00,360.00,0.00,,4.00,,,,
2019/05/25 8:33:57 am GMT-6,2.00,1.00,51.00,2.00,4.00,3013.00,775.00,3.00,7.00,360.00,0.00,,6.00,,,,
2019/05/25 6:54:13 pm GMT-6,1.00,2.00,51.00,4.00,2.00,2000.00,300.00,2.00,0.00,360.00,0.00,,6.00,,,,
2019/05/22 6:13:40 pm GMT-6,2.00,2.00,52.00,2.00,5.00,2007.00,450.00,5.00,0.00,360.00,360.00,,7.00,,,,
2019/05/22 6:36:54 pm GMT-6,2.00,2.00,52.00,2.00,5.00,2007.00,450.00,6.00,0.00,360.00,220.00,,7.00,,,,
2019/05/23 2:47:20 am GMT-6,1.00,1.00,52.00,5.00,3.00,1970.00,1700.00,10.00,10.00,360.00,360.00,,8.00,,,,
2019/05/24 1:19:13 pm GMT-6,2.00,1.00,52.00,5.00,5.00,2003.00,479.00,22.00,18.00,360.00,14.00,,10.00,,,,
2019/05/24 5:47:46 pm GMT-6,3.00,1.00,52.00,4.00,3.00,1999.00,760.00,2.00,70.00,360.00,360.00,,7.00,,,,
2019/05/24 6:04:21 pm GMT-6,5.00,2.00,52.00,2.00,5.00,2001.00,500.00,40.00,30.00,360.00,360.00,,7.00,,,,
2019/05/24 6:04:57 pm GMT-6,4.00,1.00,52.00,4.00,5.00,1989.00,400.00,15.00,20.00,3.00,200.00,,9.00,,,,
2019/05/24 6:08:44 pm GMT-6,3.00,3.00,52.00,2.00,3.00,2013.00,450.00,2.00,5.00,360.00,20.00,,5.00,,,,
2019/05/24 6:39:58 pm GMT-6,1.00,2.00,52.00,3.00,3.00,1979.00,150.00,100.00,0.00,360.00,0.00,,6.00,,,,
2019/05/24 7:00:31 pm GMT-6,2.00,1.00,52.00,5.00,3.00,2013.00,800.00,15.00,6.00,360.00,40.00,,8.00,,,,
2019/05/24 10:52:14 pm GMT-6,5.00,3.00,52.00,4.00,0.00,2013.00,400.00,1.00,10.00,250.00,0.00,,4.00,,,,
2019/05/24 11:59:38 pm GMT-6,2.00,1.00,52.00,10.00,8.00,2015.00,630.00,6.00,42.00,360.00,6.00,,18.00,,,,
2019/05/25 6:05:29 am GMT-6,2.00,2.00,52.00,2.00,2.00,2008.00,1200.00,3.00,12.00,360.00,360.00,,4.00,,,,
2019/05/25 11:12:48 am GMT-6,2.00,2.00,52.00,4.00,4.00,2009.00,700.00,30.00,20.00,360.00,200.00,,8.00,,,,
2019/05/25 7:24:08 pm GMT-6,4.00,1.00,52.00,7.00,6.00,2004.00,750.00,30.00,30.00,360.00,0.00,,13.00,,,,
2019/05/22 7:30:53 am GMT-6,2.00,4.00,53.00,2.00,2.00,1997.00,4601.00,1.00,5.00,360.00,0.00,,4.00,,,,
2019/05/22 11:42:12 am GMT-6,2.00,4.00,53.00,1.00,6.00,2008.00,406.00,3.00,40.00,100.00,270.00,,7.00,,,,
2019/05/22 2:55:46 pm GMT-6,4.00,1.00,53.00,5.00,3.00,1991.00,500.00,4.00,4.00,360.00,360.00,,8.00,,,,
2019/05/23 7:09:55 am GMT-6,2.00,4.00,53.00,1.00,6.00,2008.00,406.00,3.00,40.00,100.00,270.00,,7.00,,,,
2019/05/24 1:20:25 pm GMT-6,1.00,3.00,53.00,4.00,4.00,2014.00,400.00,15.00,50.00,360.00,0.00,,8.00,,,,
2019/05/24 3:43:30 pm GMT-6,2.00,1.00,53.00,1.00,4.00,2003.00,500.00,8.00,8.00,360.00,0.00,,5.00,,,,
2019/05/24 5:46:34 pm GMT-6,4.00,2.00,53.00,6.00,4.00,2011.00,650.00,120.00,36.00,180.00,360.00,,10.00,,,,
2019/05/24 5:49:10 pm GMT-6,5.00,2.00,53.00,6.00,2.00,1999.00,450.00,10.00,0.00,360.00,360.00,,8.00,,,,
2019/05/24 5:57:28 pm GMT-6,2.00,1.00,53.00,4.00,1.00,2013.00,238.00,10.00,7.00,360.00,180.00,,5.00,,,,
2019/05/24 5:57:34 pm GMT-6,3.00,3.00,53.00,3.00,4.00,2017.00,700.00,50.00,30.00,100.00,60.00,,7.00,,,,
2019/05/24 6:05:37 pm GMT-6,3.00,1.00,53.00,4.00,5.00,2008.00,500.00,3.00,30.00,360.00,260.00,,9.00,,,,
2019/05/24 6:38:06 pm GMT-6,2.00,2.00,53.00,4.00,2.00,2001.00,400.00,4.00,1.00,130.00,0.00,,6.00,,,,
2019/05/24 7:31:47 pm GMT-6,4.00,1.00,53.00,5.00,3.00,1996.00,400.00,2.00,9.00,360.00,360.00,,8.00,,,,
2019/05/25 2:54:02 am GMT-6,4.00,1.00,53.00,2.00,2.00,2009.00,330.00,4.00,10.00,360.00,360.00,,4.00,,,,
2019/05/25 8:38:15 am GMT-6,2.00,1.00,53.00,5.00,2.00,2008.00,320.00,12.00,4.00,150.00,180.00,,7.00,,,,
2019/05/25 8:54:13 am GMT-6,2.00,1.00,53.00,6.00,3.00,2012.00,200.00,4.00,4.00,360.00,2.00,,9.00,,,,
2019/05/25 2:02:11 pm GMT-6,2.00,1.00,53.00,4.00,4.00,2016.00,500.00,12.00,3.00,360.00,180.00,,8.00,,,,
2019/05/25 7:36:32 pm GMT-6,1.00,2.00,53.00,5.00,8.00,2005.00,375.00,20.00,1.00,360.00,0.00,,13.00,,,,
2019/05/25 8:27:47 pm GMT-6,4.00,2.00,53.00,7.00,2.00,2001.00,500.00,2.00,3.00,360.00,300.00,,9.00,,,,
2019/06/02 9:56:27 pm GMT-6,2.00,2.00,53.00,2.00,3.00,2013.00,1800.00,10.00,15.00,360.00,360.00,,5.00,,,,
2019/05/22 6:24:02 am GMT-6,2.00,2.00,54.00,6.00,2.00,2012.00,400.00,7.00,20.00,3.00,9.00,,8.00,,,,
2019/05/23 6:25:20 am GMT-6,5.00,1.00,54.00,2.00,1.00,2006.00,375.00,20.00,20.00,360.00,0.00,,3.00,,,,
2019/05/23 11:49:15 am GMT-6,4.00,1.00,54.00,5.00,3.00,2004.00,900.00,4.00,10.00,360.00,90.00,,8.00,,,,
2019/05/23 9:48:44 pm GMT-6,1.00,1.00,54.00,3.00,1.00,2009.00,400.00,150.00,0.00,360.00,0.00,,4.00,,,,
2019/05/24 12:46:48 pm GMT-6,5.00,3.00,54.00,3.00,5.00,1994.00,2000.00,100.00,0.00,360.00,50.00,,8.00,,,,
2019/05/24 1:34:24 pm GMT-6,2.00,2.00,54.00,7.00,3.00,1994.00,350.00,20.00,50.00,360.00,360.00,,10.00,,,,
2019/05/24 2:15:27 pm GMT-6,2.00,1.00,54.00,6.00,4.00,1999.00,600.00,5.00,5.00,5.00,20.00,,10.00,,,,
2019/05/24 5:44:58 pm GMT-6,2.00,3.00,54.00,1.00,4.00,2010.00,750.00,6.00,9.00,30.00,360.00,,5.00,,,,
2019/05/24 5:47:33 pm GMT-6,2.00,2.00,54.00,4.00,4.00,2010.00,365.00,3.00,2.00,360.00,0.00,,8.00,,,,
2019/05/24 6:36:49 pm GMT-6,5.00,1.00,54.00,3.00,2.00,1988.00,500.00,4.00,4.00,360.00,0.00,,5.00,,,,
2019/05/24 6:40:55 pm GMT-6,1.00,2.00,54.00,7.00,3.00,2007.00,450.00,10.00,0.00,360.00,360.00,,10.00,,,,
2019/05/24 6:44:11 pm GMT-6,2.00,1.00,54.00,0.00,6.00,2009.00,600.00,1.00,4.00,360.00,360.00,,6.00,,,,
2019/05/24 8:16:56 pm GMT-6,5.00,1.00,54.00,3.00,5.00,1998.00,400.00,8.00,0.00,300.00,250.00,,8.00,,,,
2019/05/24 8:34:49 pm GMT-6,5.00,1.00,54.00,6.00,6.00,1998.00,400.00,20.00,50.00,360.00,0.00,,12.00,,,,
2019/05/24 11:20:22 pm GMT-6,1.00,1.00,54.00,3.00,4.00,2013.00,1900.00,360.00,80.00,360.00,0.00,,7.00,,,,
2019/05/25 10:58:55 am GMT-6,2.00,1.00,54.00,4.00,4.00,2011.00,580.00,20.00,15.00,39.00,50.00,,8.00,,,,
2019/05/25 1:04:32 pm GMT-6,2.00,2.00,54.00,4.00,4.00,2012.00,580.00,10.00,10.00,360.00,200.00,,8.00,,,,
2019/05/26 6:17:09 am GMT-6,2.00,2.00,54.00,3.00,4.00,2016.00,700.00,1.00,0.00,180.00,360.00,,7.00,,,,
2019/05/22 3:41:02 am GMT-6,1.00,2.00,55.00,3.00,0.00,1984.00,570.00,4.00,10.00,300.00,150.00,,3.00,,,,
2019/05/22 7:34:16 am GMT-6,1.00,2.00,55.00,3.00,2.00,1999.00,850.00,30.00,50.00,360.00,360.00,,5.00,,,,
2019/05/22 12:19:50 pm GMT-6,2.00,2.00,55.00,2.00,5.00,2004.00,725.00,7.00,48.00,360.00,360.00,,7.00,,,,
2019/05/22 6:17:22 pm GMT-6,2.00,1.00,55.00,8.00,2.00,1999.00,700.00,2.00,0.00,360.00,140.00,,10.00,,,,
2019/05/23 2:46:54 am GMT-6,1.00,2.00,55.00,4.00,3.00,2000.00,800.00,10.00,30.00,50.00,50.00,,7.00,,,,
2019/05/24 11:39:49 am GMT-6,4.00,1.00,55.00,4.00,2.00,2017.00,1800.00,2.00,1.00,360.00,360.00,,6.00,,,,
2019/05/24 12:07:18 pm GMT-6,2.00,2.00,55.00,5.00,2.00,2012.00,450.00,30.00,2.00,360.00,150.00,,7.00,,,,
2019/05/24 12:27:52 pm GMT-6,3.00,2.00,55.00,3.00,4.00,2017.00,900.00,4.00,7.00,360.00,150.00,,7.00,,,,
2019/05/24 12:28:20 pm GMT-6,2.00,2.00,55.00,3.00,5.00,2001.00,500.00,5.00,25.00,360.00,10.00,,8.00,,,,
2019/05/24 12:35:39 pm GMT-6,1.00,1.00,55.00,2.00,6.00,1999.00,2000.00,100.00,360.00,360.00,0.00,,8.00,,,,
2019/05/24 1:16:29 pm GMT-6,4.00,2.00,55.00,3.00,5.00,2016.00,800.00,5.00,13.00,360.00,360.00,,8.00,,,,
2019/05/24 1:21:35 pm GMT-6,4.00,2.00,55.00,8.00,6.00,2007.00,900.00,1.00,3.00,360.00,360.00,,14.00,,,,
2019/05/24 2:25:11 pm GMT-6,2.00,1.00,55.00,1.00,6.00,2007.00,450.00,10.00,3.00,360.00,0.00,,7.00,,,,
2019/05/24 3:33:09 pm GMT-6,2.00,1.00,55.00,4.00,4.00,1998.00,700.00,17.00,10.00,360.00,0.00,,8.00,,,,
2019/05/24 4:17:02 pm GMT-6,2.00,1.00,55.00,2.00,4.00,1999.00,600.00,104.00,0.00,360.00,0.00,,6.00,,,,
2019/05/24 4:54:36 pm GMT-6,2.00,1.00,55.00,2.00,7.00,2005.00,500.00,12.00,0.00,360.00,0.00,,9.00,,,,
2019/05/24 5:27:27 pm GMT-6,2.00,4.00,55.00,9.00,6.00,2008.00,2500.00,100.00,30.00,360.00,100.00,,15.00,,,,
2019/05/24 5:44:12 pm GMT-6,2.00,1.00,55.00,5.00,4.00,2014.00,900.00,60.00,100.00,360.00,360.00,,9.00,,,,
2019/05/24 5:48:28 pm GMT-6,4.00,1.00,55.00,6.00,4.00,1989.00,500.00,40.00,20.00,360.00,0.00,,10.00,,,,
2019/05/24 5:51:20 pm GMT-6,2.00,2.00,55.00,3.00,3.00,1994.00,450.00,5.00,7.00,360.00,0.00,,6.00,,,,
2019/05/24 5:55:54 pm GMT-6,1.00,1.00,55.00,6.00,3.00,2010.00,600.00,3.00,2.00,360.00,200.00,,9.00,,,,
2019/05/24 5:58:51 pm GMT-6,4.00,2.00,55.00,2.00,7.00,2016.00,360.00,4.00,12.00,360.00,360.00,,9.00,,,,
2019/05/24 6:00:55 pm GMT-6,4.00,1.00,55.00,4.00,5.00,1994.00,1000.00,25.00,15.00,360.00,360.00,,9.00,,,,
2019/05/24 6:01:29 pm GMT-6,4.00,2.00,55.00,5.00,3.00,2005.00,750.00,80.00,50.00,360.00,360.00,,8.00,,,,
2019/05/24 6:03:08 pm GMT-6,4.00,1.00,55.00,6.00,8.00,2006.00,700.00,4.00,5.00,360.00,360.00,,14.00,,,,
2019/05/24 6:09:00 pm GMT-6,2.00,1.00,55.00,4.00,2.00,2004.00,700.00,360.00,20.00,360.00,360.00,,6.00,,,,
2019/05/24 6:12:54 pm GMT-6,3.00,2.00,55.00,3.00,3.00,2012.00,750.00,10.00,70.00,360.00,0.00,,6.00,,,,
2019/05/24 6:21:19 pm GMT-6,2.00,1.00,55.00,4.00,2.00,2001.00,700.00,2.00,4.00,360.00,100.00,,6.00,,,,
2019/05/24 6:26:29 pm GMT-6,2.00,3.00,55.00,2.00,5.00,2009.00,300.00,4.00,2.00,360.00,0.00,,7.00,,,,
2019/05/24 6:53:36 pm GMT-6,1.00,1.00,55.00,4.00,3.00,2011.00,900.00,10.00,15.00,360.00,0.00,,7.00,,,,
2019/05/24 7:50:11 pm GMT-6,2.00,3.00,55.00,3.00,2.00,2000.00,700.00,3.00,3.00,150.00,0.00,,5.00,,,,
2019/05/24 7:51:44 pm GMT-6,5.00,1.00,55.00,3.00,6.00,2016.00,400.00,12.00,6.00,360.00,0.00,,9.00,,,,
2019/05/24 8:31:30 pm GMT-6,5.00,1.00,55.00,3.00,3.00,2002.00,500.00,5.00,50.00,360.00,360.00,,6.00,,,,
2019/05/24 9:00:53 pm GMT-6,2.00,1.00,55.00,9.00,7.00,1989.00,600.00,2.00,10.00,360.00,360.00,,16.00,,,,
2019/05/24 9:01:46 pm GMT-6,3.00,2.00,55.00,3.00,4.00,2015.00,550.00,20.00,360.00,360.00,360.00,,7.00,,,,
2019/05/24 9:32:16 pm GMT-6,3.00,1.00,55.00,3.00,4.00,1996.00,440.00,2.00,5.00,360.00,360.00,,7.00,,,,
2019/05/24 10:10:03 pm GMT-6,5.00,2.00,55.00,3.00,7.00,2009.00,675.00,4.00,8.00,360.00,30.00,,10.00,,,,
2019/05/24 10:47:11 pm GMT-6,4.00,1.00,55.00,4.00,6.00,2011.00,900.00,20.00,20.00,360.00,0.00,,10.00,,,,
2019/05/25 3:34:08 am GMT-6,2.00,1.00,55.00,6.00,3.00,2008.00,700.00,30.00,12.00,360.00,0.00,,9.00,,,,
2019/05/25 7:56:23 am GMT-6,2.00,2.00,55.00,5.00,1.00,1995.00,450.00,30.00,0.00,360.00,360.00,,6.00,,,,
2019/05/25 8:17:21 am GMT-6,2.00,2.00,55.00,2.00,3.00,2016.00,425.00,35.00,25.00,360.00,15.00,,5.00,,,,
2019/05/25 8:41:47 am GMT-6,2.00,1.00,55.00,5.00,4.00,1986.00,330.00,25.00,0.00,360.00,0.00,,9.00,,,,
2019/05/25 8:50:41 am GMT-6,4.00,1.00,55.00,4.00,4.00,2003.00,484.00,6.00,3.00,360.00,2.00,,8.00,,,,
2019/05/25 10:35:55 am GMT-6,2.00,1.00,55.00,8.00,2.00,2011.00,500.00,30.00,0.00,100.00,100.00,,10.00,,,,
2019/05/25 11:55:36 am GMT-6,2.00,1.00,55.00,3.00,4.00,2012.00,375.00,30.00,30.00,360.00,10.00,,7.00,,,,
2019/05/25 12:14:16 pm GMT-6,2.00,2.00,55.00,2.00,7.00,2018.00,500.00,20.00,30.00,360.00,0.00,,9.00,,,,
2019/05/25 12:48:26 pm GMT-6,1.00,1.00,55.00,5.00,0.00,2018.00,1300.00,1.00,1.00,100.00,200.00,,5.00,,,,
2019/05/25 1:41:25 pm GMT-6,2.00,2.00,55.00,3.00,4.00,2006.00,750.00,15.00,0.00,360.00,0.00,,7.00,,,,
2019/05/25 3:30:56 pm GMT-6,3.00,2.00,55.00,7.00,2.00,1984.00,300.00,1.00,1.00,360.00,12.00,,9.00,,,,
2019/05/25 3:59:44 pm GMT-6,2.00,2.00,55.00,6.00,2.00,2013.00,750.00,6.00,6.00,360.00,360.00,,8.00,,,,
2019/05/25 5:48:43 pm GMT-6,3.00,1.00,55.00,5.00,3.00,2016.00,400.00,6.00,15.00,360.00,0.00,,8.00,,,,
2019/05/25 7:32:10 pm GMT-6,2.00,2.00,55.00,1.00,2.00,1987.00,450.00,5.00,0.00,360.00,200.00,,3.00,,,,
2019/05/26 4:10:34 am GMT-6,4.00,2.00,55.00,2.00,3.00,2005.00,340.00,1.00,0.00,360.00,0.00,,5.00,,,,
2019/05/26 10:21:29 pm GMT-6,5.00,1.00,55.00,4.00,6.00,2017.00,450.00,5.00,20.00,360.00,200.00,,10.00,,,,
2019/05/23 4:13:47 am GMT-6,2.00,2.00,56.00,5.00,3.00,2014.00,800.00,0.00,50.00,20.00,360.00,,8.00,,,,
2019/05/24 1:55:13 pm GMT-6,2.00,1.00,56.00,3.00,3.00,2009.00,400.00,6.00,12.00,360.00,0.00,,6.00,,,,
2019/05/24 3:08:46 pm GMT-6,2.00,1.00,56.00,3.00,3.00,1999.00,300.00,2.00,4.00,360.00,0.00,,6.00,,,,
2019/05/24 3:16:57 pm GMT-6,2.00,3.00,56.00,4.00,2.00,1997.00,300.00,360.00,0.00,360.00,0.00,,6.00,,,,
2019/05/24 3:29:29 pm GMT-6,1.00,1.00,56.00,2.00,5.00,2013.00,1300.00,50.00,80.00,360.00,50.00,,7.00,,,,
2019/05/24 3:50:44 pm GMT-6,5.00,2.00,56.00,3.00,4.00,1998.00,450.00,4.00,10.00,360.00,30.00,,7.00,,,,
2019/05/24 5:51:54 pm GMT-6,4.00,2.00,56.00,6.00,3.00,2008.00,340.00,20.00,0.00,360.00,0.00,,9.00,,,,
2019/05/24 5:52:13 pm GMT-6,2.00,2.00,56.00,1.00,5.00,2007.00,400.00,6.00,52.00,360.00,0.00,,6.00,,,,
2019/05/24 5:58:37 pm GMT-6,2.00,1.00,56.00,1.00,3.00,2011.00,400.00,5.00,5.00,360.00,0.00,,4.00,,,,
2019/05/24 6:04:55 pm GMT-6,2.00,3.00,56.00,4.00,4.00,2015.00,600.00,50.00,30.00,360.00,360.00,,8.00,,,,
2019/05/24 6:05:05 pm GMT-6,2.00,2.00,56.00,2.00,5.00,1996.00,850.00,20.00,20.00,20.00,360.00,,7.00,,,,
2019/05/24 6:12:14 pm GMT-6,4.00,1.00,56.00,5.00,4.00,2002.00,423.00,20.00,20.00,360.00,360.00,,9.00,,,,
2019/05/24 6:28:51 pm GMT-6,2.00,2.00,56.00,7.00,1.00,2003.00,1200.00,2.00,6.00,360.00,100.00,,8.00,,,,
2019/05/24 6:30:48 pm GMT-6,2.00,1.00,56.00,3.00,6.00,2002.00,550.00,10.00,0.00,300.00,300.00,,9.00,,,,
2019/05/24 6:42:57 pm GMT-6,4.00,2.00,56.00,5.00,4.00,1999.00,700.00,360.00,360.00,360.00,360.00,,9.00,,,,
2019/05/24 11:26:25 pm GMT-6,4.00,2.00,56.00,4.00,3.00,2000.00,600.00,200.00,0.00,360.00,0.00,,7.00,,,,
2019/05/25 3:36:14 am GMT-6,3.00,1.00,56.00,4.00,6.00,1999.00,900.00,12.00,20.00,360.00,360.00,,10.00,,,,
2019/05/25 7:17:27 am GMT-6,2.00,1.00,56.00,2.00,3.00,1989.00,650.00,30.00,0.00,360.00,150.00,,5.00,,,,
2019/05/25 7:31:34 am GMT-6,1.00,1.00,56.00,3.00,5.00,2007.00,500.00,12.00,12.00,360.00,0.00,,8.00,,,,
2019/05/25 2:04:16 pm GMT-6,2.00,3.00,56.00,4.00,2.00,1998.00,300.00,360.00,0.00,360.00,0.00,,6.00,,,,
2019/05/25 6:27:08 pm GMT-6,4.00,2.00,56.00,7.00,2.00,2008.00,780.00,7.00,10.00,360.00,0.00,,9.00,,,,
2019/05/25 6:48:58 pm GMT-6,2.00,3.00,56.00,3.00,4.00,2009.00,1000.00,20.00,30.00,40.00,360.00,,7.00,,,,
2019/05/25 8:32:39 pm GMT-6,2.00,1.00,56.00,3.00,3.00,2003.00,425.00,36.00,24.00,300.00,1.00,,6.00,,,,
2019/05/22 7:04:47 am GMT-6,4.00,1.00,57.00,6.00,6.00,1989.00,390.00,250.00,300.00,360.00,0.00,,12.00,,,,
2019/05/22 11:44:21 am GMT-6,2.00,1.00,57.00,3.00,4.00,2006.00,1000.00,8.00,20.00,360.00,0.00,,7.00,,,,
2019/05/22 2:29:37 pm GMT-6,3.00,1.00,57.00,6.00,4.00,1998.00,900.00,20.00,15.00,360.00,280.00,,10.00,,,,
2019/05/22 2:32:56 pm GMT-6,2.00,2.00,57.00,3.00,4.00,2010.00,300.00,10.00,30.00,360.00,0.00,,7.00,,,,
2019/05/24 12:17:01 pm GMT-6,4.00,1.00,57.00,5.00,1.00,2006.00,260.00,6.00,0.00,360.00,180.00,,6.00,,,,
2019/05/24 12:33:39 pm GMT-6,4.00,1.00,57.00,3.00,3.00,1998.00,1250.00,1.00,0.00,360.00,0.00,,6.00,,,,
2019/05/24 1:15:06 pm GMT-6,2.00,2.00,57.00,2.00,1.00,2009.00,620.00,10.00,0.00,360.00,0.00,,3.00,,,,
2019/05/24 2:43:34 pm GMT-6,2.00,2.00,57.00,3.00,3.00,2011.00,1200.00,2.00,6.00,360.00,160.00,,6.00,,,,
2019/05/24 5:48:40 pm GMT-6,5.00,1.00,57.00,2.00,6.00,2004.00,1100.00,18.00,0.00,360.00,30.00,,8.00,,,,
2019/05/24 5:50:52 pm GMT-6,2.00,3.00,57.00,4.00,7.00,2007.00,500.00,25.00,35.00,360.00,0.00,,11.00,,,,
2019/05/24 5:51:12 pm GMT-6,3.00,2.00,57.00,3.00,2.00,1998.00,210.00,95.00,300.00,360.00,0.00,,5.00,,,,
2019/05/24 6:01:10 pm GMT-6,3.00,2.00,57.00,3.00,4.00,2004.00,400.00,1.00,1.00,0.00,0.00,,7.00,,,,
2019/05/24 6:27:46 pm GMT-6,3.00,2.00,57.00,4.00,5.00,2019.00,600.00,30.00,40.00,360.00,250.00,,9.00,,,,
2019/05/24 6:50:53 pm GMT-6,4.00,1.00,57.00,6.00,3.00,1999.00,625.00,10.00,5.00,360.00,0.00,,9.00,,,,
2019/05/24 7:42:34 pm GMT-6,1.00,1.00,57.00,3.00,2.00,2018.00,700.00,0.00,1.00,360.00,180.00,,5.00,,,,
