Timestamp,Location,Family member,Age,Male members,Female members,Building age,Land size,Male guest room,Female guest room,Living room,Outside room,,total family members ,,,,
2019/05/24 7:44:03 pm GMT-6,5.00,2.00,57.00,3.00,4.00,2014.00,450.00,8.00,11.00,340.00,270.00,,7.00,,,,
2019/05/25 3:43:25 am GMT-6,2.00,1.00,57.00,5.00,3.00,2003.00,750.00,300.00,360.00,360.00,0.00,,8.00,,,,
2019/05/25 7:59:51 am GMT-6,5.00,2.00,57.00,4.00,3.00,1979.00,420.00,10.00,12.00,360.00,4.00,,7.00,,,,
2019/05/22 11:41:13 am GMT-6,2.00,2.00,58.00,3.00,3.00,2004.00,2000.00,20.00,10.00,360.00,180.00,,6.00,,,,
2019/05/22 2:20:42 pm GMT-6,2.00,2.00,58.00,8.00,2.00,2018.00,375.00,5.00,10.00,360.00,0.00,,10.00,,,,
2019/05/22 5:12:06 pm GMT-6,2.00,3.00,58.00,5.00,2.00,2001.00,600.00,50.00,30.00,360.00,360.00,,7.00,,,,
2019/05/23 5:17:55 am GMT-6,4.00,1.00,58.00,3.00,4.00,2013.00,1125.00,0.00,0.00,360.00,10.00,,7.00,,,,
2019/05/23 4:05:22 pm GMT-6,1.00,1.00,58.00,4.00,2.00,2003.00,1100.00,3.00,8.00,360.00,220.00,,6.00,,,,
2019/05/24 4:33:13 pm GMT-6,4.00,2.00,58.00,1.00,3.00,2009.00,400.00,30.00,0.00,360.00,0.00,,4.00,,,,
2019/05/24 5:46:24 pm GMT-6,4.00,1.00,58.00,3.00,2.00,2008.00,300.00,12.00,0.00,360.00,360.00,,5.00,,,,
2019/05/24 5:53:25 pm GMT-6,2.00,1.00,58.00,4.00,3.00,2015.00,400.00,15.00,3.00,360.00,360.00,,7.00,,,,
2019/05/24 6:26:14 pm GMT-6,3.00,1.00,58.00,3.00,5.00,1990.00,420.00,20.00,20.00,360.00,360.00,,8.00,,,,
2019/05/24 6:34:32 pm GMT-6,4.00,1.00,58.00,4.00,3.00,2006.00,300.00,10.00,0.00,360.00,300.00,,7.00,,,,
2019/05/25 2:37:43 pm GMT-6,1.00,2.00,58.00,6.00,2.00,1989.00,2500.00,30.00,30.00,360.00,360.00,,8.00,,,,
2019/05/25 3:07:30 pm GMT-6,1.00,1.00,58.00,4.00,3.00,2007.00,428.00,8.00,2.00,360.00,120.00,,7.00,,,,
2019/05/25 6:15:48 pm GMT-6,5.00,2.00,58.00,7.00,3.00,1995.00,900.00,5.00,0.00,360.00,0.00,,10.00,,,,
2019/05/22 6:52:11 am GMT-6,1.00,2.00,59.00,6.00,2.00,1995.00,550.00,7.00,5.00,360.00,360.00,,8.00,,,,
2019/05/22 12:07:14 pm GMT-6,1.00,1.00,59.00,5.00,3.00,2002.00,1050.00,4.00,8.00,360.00,180.00,,8.00,,,,
2019/05/24 11:43:36 am GMT-6,2.00,1.00,59.00,2.00,4.00,2006.00,900.00,15.00,30.00,360.00,0.00,,6.00,,,,
2019/05/24 12:13:03 pm GMT-6,4.00,1.00,59.00,5.00,2.00,2000.00,400.00,240.00,2.00,360.00,360.00,,7.00,,,,
2019/05/24 1:25:39 pm GMT-6,2.00,1.00,59.00,1.00,1.00,2002.00,504.00,1.00,10.00,360.00,360.00,,2.00,,,,
2019/05/24 1:29:18 pm GMT-6,2.00,2.00,59.00,7.00,6.00,1980.00,750.00,360.00,200.00,360.00,360.00,,13.00,,,,
2019/05/24 1:35:26 pm GMT-6,2.00,2.00,59.00,4.00,7.00,1984.00,400.00,360.00,360.00,360.00,360.00,,11.00,,,,
2019/05/24 4:55:23 pm GMT-6,2.00,1.00,59.00,6.00,3.00,1995.00,600.00,100.00,50.00,360.00,360.00,,9.00,,,,
2019/05/24 5:42:59 pm GMT-6,2.00,1.00,59.00,4.00,3.00,2013.00,750.00,20.00,25.00,360.00,250.00,,7.00,,,,
2019/05/24 5:50:01 pm GMT-6,4.00,2.00,59.00,3.00,4.00,2009.00,900.00,30.00,24.00,360.00,360.00,,7.00,,,,
2019/05/24 6:08:34 pm GMT-6,3.00,2.00,59.00,3.00,5.00,1985.00,144.00,10.00,100.00,360.00,0.00,,8.00,,,,
2019/05/24 6:43:01 pm GMT-6,5.00,2.00,59.00,4.00,7.00,1989.00,500.00,20.00,20.00,360.00,360.00,,11.00,,,,
2019/05/24 6:43:27 pm GMT-6,4.00,2.00,59.00,4.00,8.00,2014.00,370.00,360.00,360.00,360.00,360.00,,12.00,,,,
2019/05/25 5:59:56 pm GMT-6,1.00,1.00,59.00,2.00,3.00,1989.00,400.00,150.00,360.00,100.00,0.00,,5.00,,,,
2019/05/25 6:52:00 pm GMT-6,4.00,1.00,59.00,7.00,1.00,2010.00,800.00,3.00,10.00,360.00,360.00,,8.00,,,,
2019/05/22 3:30:58 am GMT-6,5.00,2.00,60.00,7.00,3.00,1999.00,750.00,4.00,5.00,360.00,300.00,,10.00,,,,
2019/05/22 3:31:50 am GMT-6,5.00,2.00,60.00,4.00,4.00,2000.00,330.00,100.00,200.00,360.00,150.00,,8.00,,,,
2019/05/22 4:19:10 am GMT-6,4.00,2.00,60.00,4.00,1.00,2004.00,760.00,12.00,0.00,360.00,175.00,,5.00,,,,
2019/05/22 4:33:02 am GMT-6,5.00,2.00,60.00,5.00,3.00,1983.00,370.00,5.00,15.00,360.00,158.00,,8.00,,,,
2019/05/22 10:42:01 am GMT-6,4.00,1.00,60.00,3.00,3.00,1993.00,500.00,3.00,3.00,360.00,300.00,,6.00,,,,
2019/05/22 11:41:14 am GMT-6,3.00,1.00,60.00,3.00,4.00,2005.00,400.00,60.00,2.00,360.00,0.00,,7.00,,,,
2019/05/22 11:42:15 am GMT-6,4.00,1.00,60.00,4.00,1.00,1994.00,900.00,2.00,2.00,360.00,0.00,,5.00,,,,
2019/05/22 11:43:25 am GMT-6,2.00,1.00,60.00,3.00,4.00,1998.00,900.00,20.00,2.00,100.00,80.00,,7.00,,,,
2019/05/22 11:48:16 am GMT-6,2.00,1.00,60.00,5.00,2.00,1996.00,500.00,12.00,30.00,360.00,0.00,,7.00,,,,
2019/05/22 11:50:40 am GMT-6,2.00,2.00,60.00,7.00,3.00,2009.00,1500.00,3.00,4.00,60.00,360.00,,10.00,,,,
2019/05/22 11:54:03 am GMT-6,2.00,1.00,60.00,3.00,4.00,2016.00,500.00,4.00,50.00,200.00,100.00,,7.00,,,,
2019/05/22 11:55:01 am GMT-6,2.00,1.00,60.00,4.00,0.00,2008.00,900.00,5.00,5.00,360.00,360.00,,4.00,,,,
2019/05/22 11:56:49 am GMT-6,1.00,1.00,60.00,5.00,2.00,1978.00,300.00,4.00,0.00,360.00,360.00,,7.00,,,,
2019/05/22 11:59:21 am GMT-6,5.00,1.00,60.00,3.00,7.00,2014.00,1000.00,100.00,200.00,360.00,360.00,,10.00,,,,
2019/05/22 12:17:02 pm GMT-6,4.00,3.00,60.00,2.00,2.00,1990.00,550.00,10.00,0.00,360.00,50.00,,4.00,,,,
2019/05/22 12:38:40 pm GMT-6,2.00,1.00,60.00,5.00,2.00,2009.00,1000.00,3.00,5.00,5.00,360.00,,7.00,,,,
2019/05/22 12:59:55 pm GMT-6,1.00,3.00,60.00,0.00,7.00,1998.00,850.00,20.00,2.00,300.00,0.00,,7.00,,,,
2019/05/22 2:05:12 pm GMT-6,2.00,2.00,60.00,2.00,3.00,2011.00,600.00,7.00,5.00,360.00,4.00,,5.00,,,,
2019/05/22 2:12:12 pm GMT-6,4.00,1.00,60.00,4.00,4.00,2017.00,340.00,360.00,20.00,360.00,250.00,,8.00,,,,
2019/05/22 2:28:13 pm GMT-6,2.00,2.00,60.00,3.00,2.00,2006.00,500.00,10.00,10.00,360.00,360.00,,5.00,,,,
2019/05/22 2:34:10 pm GMT-6,2.00,1.00,60.00,5.00,5.00,2013.00,325.00,360.00,150.00,360.00,20.00,,10.00,,,,
2019/05/22 3:26:31 pm GMT-6,2.00,1.00,60.00,3.00,3.00,2018.00,500.00,29.00,99.00,360.00,0.00,,6.00,,,,
2019/05/22 4:21:43 pm GMT-6,2.00,2.00,60.00,4.00,2.00,2016.00,1000.00,10.00,3.00,3.00,300.00,,6.00,,,,
2019/05/22 6:19:40 pm GMT-6,3.00,1.00,60.00,7.00,6.00,2008.00,800.00,30.00,30.00,360.00,300.00,,13.00,,,,
2019/05/22 10:19:37 pm GMT-6,2.00,1.00,60.00,4.00,7.00,2012.00,875.00,25.00,50.00,360.00,270.00,,11.00,,,,
2019/05/23 1:15:25 am GMT-6,2.00,1.00,60.00,3.00,2.00,2009.00,1000.00,1.00,6.00,360.00,0.00,,5.00,,,,
2019/05/23 1:59:06 am GMT-6,5.00,1.00,60.00,4.00,8.00,1998.00,1000.00,4.00,50.00,360.00,360.00,,12.00,,,,
2019/05/23 3:38:23 am GMT-6,2.00,1.00,60.00,5.00,2.00,1992.00,1000.00,30.00,30.00,360.00,360.00,,7.00,,,,
2019/05/23 5:05:26 am GMT-6,5.00,1.00,60.00,8.00,3.00,1994.00,1000.00,120.00,160.00,360.00,360.00,,11.00,,,,
2019/05/23 7:46:29 pm GMT-6,1.00,2.00,60.00,2.00,2.00,2011.00,1500.00,50.00,50.00,360.00,200.00,,4.00,,,,
2019/05/24 7:16:58 am GMT-6,4.00,2.00,60.00,3.00,6.00,2017.00,600.00,15.00,20.00,360.00,360.00,,9.00,,,,
2019/05/24 11:50:00 am GMT-6,4.00,2.00,60.00,2.00,3.00,1993.00,990.00,2.00,0.00,360.00,0.00,,5.00,,,,
2019/05/24 11:50:03 am GMT-6,2.00,1.00,60.00,4.00,3.00,2000.00,1000.00,3.00,0.00,360.00,360.00,,7.00,,,,
2019/05/24 11:52:29 am GMT-6,4.00,2.00,60.00,5.00,3.00,2000.00,700.00,2.00,10.00,360.00,360.00,,8.00,,,,
2019/05/24 11:53:11 am GMT-6,2.00,1.00,60.00,4.00,4.00,2002.00,840.00,3.00,20.00,20.00,360.00,,8.00,,,,
2019/05/24 12:24:21 pm GMT-6,2.00,1.00,60.00,5.00,2.00,2002.00,625.00,52.00,21.00,360.00,300.00,,7.00,,,,
2019/05/24 12:31:11 pm GMT-6,2.00,2.00,60.00,5.00,3.00,2016.00,900.00,50.00,50.00,40.00,360.00,,8.00,,,,
2019/05/24 1:09:59 pm GMT-6,2.00,2.00,60.00,2.00,2.00,2009.00,400.00,6.00,0.00,360.00,3.00,,4.00,,,,
2019/05/24 1:18:40 pm GMT-6,2.00,3.00,60.00,1.00,5.00,1990.00,930.00,13.00,4.00,360.00,0.00,,6.00,,,,
2019/05/24 1:18:52 pm GMT-6,2.00,1.00,60.00,5.00,3.00,1985.00,650.00,60.00,50.00,100.00,0.00,,8.00,,,,
2019/05/24 1:45:36 pm GMT-6,4.00,2.00,60.00,7.00,6.00,2012.00,5000.00,15.00,10.00,360.00,360.00,,13.00,,,,
2019/05/24 3:13:48 pm GMT-6,2.00,4.00,60.00,4.00,6.00,1975.00,2000.00,10.00,20.00,360.00,150.00,,10.00,,,,
2019/05/24 3:21:33 pm GMT-6,4.00,1.00,60.00,5.00,4.00,1987.00,725.00,2.00,7.00,260.00,150.00,,9.00,,,,
2019/05/24 3:22:25 pm GMT-6,4.00,1.00,60.00,3.00,4.00,2001.00,400.00,10.00,0.00,360.00,0.00,,7.00,,,,
2019/05/24 3:30:53 pm GMT-6,2.00,2.00,60.00,2.00,3.00,2007.00,650.00,10.00,0.00,360.00,0.00,,5.00,,,,
2019/05/24 4:00:46 pm GMT-6,2.00,1.00,60.00,3.00,3.00,1990.00,400.00,3.00,0.00,360.00,360.00,,6.00,,,,
2019/05/24 5:23:21 pm GMT-6,2.00,1.00,60.00,2.00,3.00,2004.00,850.00,3.00,4.00,360.00,0.00,,5.00,,,,
2019/05/24 5:38:18 pm GMT-6,2.00,1.00,60.00,4.00,2.00,1999.00,350.00,20.00,0.00,360.00,0.00,,6.00,,,,
2019/05/24 5:46:34 pm GMT-6,4.00,1.00,60.00,1.00,4.00,1974.00,300.00,1.00,6.00,50.00,5.00,,5.00,,,,
2019/05/24 5:47:39 pm GMT-6,2.00,1.00,60.00,5.00,2.00,2003.00,750.00,5.00,0.00,360.00,360.00,,7.00,,,,
2019/05/24 5:47:47 pm GMT-6,2.00,2.00,60.00,4.00,3.00,2000.00,300.00,5.00,5.00,360.00,360.00,,7.00,,,,
2019/05/24 5:48:26 pm GMT-6,5.00,1.00,60.00,3.00,5.00,2013.00,900.00,15.00,15.00,0.00,360.00,,8.00,,,,
2019/05/24 5:48:41 pm GMT-6,2.00,1.00,60.00,3.00,4.00,2009.00,1250.00,10.00,7.00,360.00,5.00,,7.00,,,,
2019/05/24 5:49:45 pm GMT-6,5.00,2.00,60.00,2.00,3.00,1993.00,700.00,5.00,9.00,360.00,250.00,,5.00,,,,
2019/05/24 5:49:53 pm GMT-6,1.00,4.00,60.00,2.00,5.00,2008.00,600.00,10.00,15.00,6.00,15.00,,7.00,,,,
2019/05/24 5:50:18 pm GMT-6,2.00,1.00,60.00,4.00,4.00,2019.00,600.00,2.00,0.00,360.00,360.00,,8.00,,,,
2019/05/24 5:50:53 pm GMT-6,4.00,1.00,60.00,1.00,6.00,2004.00,1000.00,0.00,4.00,360.00,360.00,,7.00,,,,
2019/05/24 5:51:57 pm GMT-6,1.00,1.00,60.00,2.00,9.00,2001.00,500.00,10.00,30.00,4.00,0.00,,11.00,,,,
2019/05/24 5:55:19 pm GMT-6,4.00,1.00,60.00,3.00,4.00,2004.00,500.00,20.00,20.00,360.00,200.00,,7.00,,,,
2019/05/24 5:56:05 pm GMT-6,2.00,1.00,60.00,2.00,2.00,2010.00,700.00,300.00,100.00,360.00,360.00,,4.00,,,,
2019/05/24 5:56:21 pm GMT-6,3.00,1.00,60.00,3.00,2.00,2007.00,350.00,7.00,7.00,360.00,320.00,,5.00,,,,
2019/05/24 5:57:09 pm GMT-6,5.00,1.00,60.00,6.00,5.00,1995.00,500.00,30.00,50.00,100.00,360.00,,11.00,,,,
2019/05/24 5:58:24 pm GMT-6,5.00,2.00,60.00,4.00,4.00,1995.00,460.00,360.00,360.00,360.00,360.00,,8.00,,,,
2019/05/24 5:59:20 pm GMT-6,4.00,1.00,60.00,3.00,3.00,2006.00,400.00,360.00,360.00,360.00,0.00,,6.00,,,,
2019/05/24 6:10:53 pm GMT-6,2.00,1.00,60.00,5.00,4.00,1990.00,450.00,15.00,30.00,360.00,100.00,,9.00,,,,
2019/05/24 6:11:32 pm GMT-6,2.00,1.00,60.00,6.00,1.00,2005.00,2500.00,50.00,30.00,360.00,190.00,,7.00,,,,
2019/05/24 6:17:29 pm GMT-6,5.00,2.00,60.00,4.00,4.00,2003.00,650.00,8.00,20.00,360.00,360.00,,8.00,,,,
2019/05/24 6:20:50 pm GMT-6,4.00,2.00,60.00,5.00,5.00,2001.00,300.00,30.00,360.00,360.00,360.00,,10.00,,,,
2019/05/24 6:21:45 pm GMT-6,4.00,1.00,60.00,5.00,2.00,2004.00,1350.00,12.00,24.00,360.00,360.00,,7.00,,,,
2019/05/24 6:34:58 pm GMT-6,5.00,1.00,60.00,3.00,4.00,1977.00,325.00,0.00,40.00,360.00,360.00,,7.00,,,,
2019/05/24 6:39:24 pm GMT-6,2.00,2.00,60.00,1.00,5.00,2009.00,540.00,2.00,0.00,360.00,0.00,,6.00,,,,
2019/05/24 6:40:34 pm GMT-6,2.00,1.00,60.00,7.00,4.00,2014.00,750.00,20.00,4.00,360.00,60.00,,11.00,,,,
2019/05/24 6:41:59 pm GMT-6,5.00,3.00,60.00,4.00,2.00,1997.00,700.00,70.00,80.00,360.00,360.00,,6.00,,,,
2019/05/24 6:45:55 pm GMT-6,4.00,1.00,60.00,4.00,3.00,1979.00,400.00,15.00,25.00,360.00,50.00,,7.00,,,,
2019/05/24 6:47:48 pm GMT-6,5.00,1.00,60.00,1.00,2.00,2005.00,600.00,30.00,50.00,360.00,50.00,,3.00,,,,
2019/05/24 6:50:01 pm GMT-6,3.00,2.00,60.00,9.00,5.00,2014.00,184.00,3.00,0.00,360.00,360.00,,14.00,,,,
2019/05/24 6:52:09 pm GMT-6,5.00,1.00,60.00,5.00,2.00,1989.00,400.00,0.00,15.00,360.00,0.00,,7.00,,,,
2019/05/24 6:52:28 pm GMT-6,1.00,1.00,60.00,4.00,3.00,2005.00,5000.00,24.00,12.00,360.00,360.00,,7.00,,,,
2019/05/24 7:12:14 pm GMT-6,1.00,2.00,60.00,1.00,6.00,2013.00,600.00,3.00,15.00,360.00,2.00,,7.00,,,,
2019/05/24 7:14:03 pm GMT-6,4.00,1.00,60.00,2.00,5.00,2008.00,600.00,10.00,0.00,360.00,100.00,,7.00,,,,
2019/05/24 7:15:34 pm GMT-6,1.00,2.00,60.00,4.00,5.00,2010.00,600.00,20.00,23.00,360.00,360.00,,9.00,,,,
2019/05/24 7:22:36 pm GMT-6,5.00,1.00,60.00,3.00,3.00,1979.00,750.00,26.00,0.00,52.00,360.00,,6.00,,,,
2019/05/24 7:23:39 pm GMT-6,1.00,1.00,60.00,3.00,3.00,2012.00,700.00,24.00,24.00,360.00,12.00,,6.00,,,,
2019/05/24 7:25:30 pm GMT-6,1.00,4.00,60.00,2.00,4.00,1989.00,500.00,24.00,0.00,360.00,230.00,,6.00,,,,
2019/05/24 7:35:05 pm GMT-6,1.00,4.00,60.00,2.00,6.00,1984.00,400.00,360.00,360.00,360.00,0.00,,8.00,,,,
2019/05/24 7:42:06 pm GMT-6,4.00,1.00,60.00,3.00,4.00,1982.00,450.00,20.00,16.00,360.00,360.00,,7.00,,,,
2019/05/24 7:49:17 pm GMT-6,2.00,1.00,60.00,4.00,4.00,1987.00,440.00,6.00,7.00,360.00,160.00,,8.00,,,,
2019/05/24 8:04:50 pm GMT-6,4.00,2.00,60.00,2.00,3.00,2009.00,630.00,10.00,20.00,360.00,0.00,,5.00,,,,
2019/05/24 8:39:24 pm GMT-6,1.00,1.00,60.00,3.00,4.00,1979.00,400.00,360.00,300.00,360.00,0.00,,7.00,,,,
2019/05/24 8:49:38 pm GMT-6,4.00,1.00,60.00,3.00,5.00,2015.00,350.00,4.00,0.00,360.00,360.00,,8.00,,,,
2019/05/24 9:15:35 pm GMT-6,5.00,1.00,60.00,4.00,2.00,2000.00,900.00,15.00,7.00,250.00,30.00,,6.00,,,,
2019/05/24 10:57:33 pm GMT-6,1.00,2.00,60.00,3.00,2.00,2012.00,900.00,2.00,2.00,260.00,180.00,,5.00,,,,
2019/05/24 11:38:39 pm GMT-6,2.00,3.00,60.00,5.00,2.00,2010.00,600.00,25.00,150.00,360.00,300.00,,7.00,,,,
2019/05/25 12:57:39 am GMT-6,3.00,2.00,60.00,0.00,10.00,2008.00,400.00,4.00,6.00,360.00,0.00,,10.00,,,,
2019/05/25 3:13:27 am GMT-6,3.00,1.00,60.00,3.00,2.00,1999.00,1250.00,5.00,8.00,360.00,360.00,,5.00,,,,
2019/05/25 4:36:24 am GMT-6,4.00,1.00,60.00,4.00,3.00,2016.00,450.00,10.00,30.00,360.00,360.00,,7.00,,,,
2019/05/25 5:21:52 am GMT-6,4.00,4.00,60.00,1.00,6.00,1994.00,500.00,6.00,10.00,360.00,0.00,,7.00,,,,
2019/05/25 6:10:51 am GMT-6,4.00,1.00,60.00,3.00,10.00,2009.00,750.00,52.00,12.00,360.00,360.00,,13.00,,,,
2019/05/25 7:33:16 am GMT-6,4.00,1.00,60.00,3.00,4.00,2012.00,1200.00,30.00,2.00,360.00,0.00,,7.00,,,,
2019/05/25 7:38:31 am GMT-6,2.00,1.00,60.00,3.00,3.00,2017.00,1200.00,30.00,2.00,360.00,7.00,,6.00,,,,
2019/05/25 7:58:26 am GMT-6,2.00,1.00,60.00,3.00,2.00,1994.00,600.00,20.00,0.00,360.00,360.00,,5.00,,,,
2019/05/25 8:38:30 am GMT-6,3.00,3.00,60.00,2.00,5.00,2015.00,1000.00,52.00,52.00,360.00,360.00,,7.00,,,,
2019/05/25 9:07:44 am GMT-6,4.00,1.00,60.00,4.00,1.00,1969.00,350.00,30.00,0.00,360.00,360.00,,5.00,,,,
2019/05/25 9:52:33 am GMT-6,2.00,1.00,60.00,7.00,5.00,1989.00,600.00,10.00,5.00,360.00,360.00,,12.00,,,,
2019/05/25 11:39:45 am GMT-6,1.00,1.00,60.00,6.00,0.00,1980.00,600.00,30.00,0.00,360.00,360.00,,6.00,,,,
2019/05/25 1:25:47 pm GMT-6,2.00,1.00,60.00,4.00,1.00,1998.00,1050.00,15.00,1.00,360.00,360.00,,5.00,,,,
2019/05/25 2:02:31 pm GMT-6,2.00,1.00,60.00,3.00,3.00,1979.00,500.00,10.00,20.00,360.00,60.00,,6.00,,,,
2019/05/25 3:52:18 pm GMT-6,3.00,3.00,60.00,3.00,8.00,1999.00,300.00,55.00,10.00,360.00,360.00,,11.00,,,,
2019/05/25 5:39:33 pm GMT-6,4.00,2.00,60.00,8.00,6.00,1994.00,400.00,57.00,32.00,360.00,42.00,,14.00,,,,
2019/05/26 10:37:00 am GMT-6,4.00,2.00,60.00,2.00,7.00,1999.00,750.00,4.00,0.00,360.00,360.00,,9.00,,,,
2019/05/24 5:47:44 pm GMT-6,4.00,1.00,61.00,7.00,4.00,2005.00,450.00,6.00,0.00,360.00,0.00,,11.00,,,,
2019/05/24 5:51:28 pm GMT-6,2.00,2.00,61.00,3.00,6.00,1996.00,420.00,50.00,0.00,360.00,52.00,,9.00,,,,
2019/05/24 6:09:48 pm GMT-6,4.00,1.00,61.00,7.00,4.00,2010.00,1200.00,25.00,30.00,360.00,300.00,,11.00,,,,
2019/05/24 6:26:14 pm GMT-6,2.00,2.00,61.00,3.00,1.00,2001.00,250.00,360.00,0.00,360.00,0.00,,4.00,,,,
2019/05/24 6:39:11 pm GMT-6,2.00,2.00,61.00,5.00,5.00,1994.00,400.00,2.00,15.00,360.00,0.00,,10.00,,,,
2019/05/24 8:44:55 pm GMT-6,4.00,1.00,61.00,4.00,4.00,1997.00,450.00,5.00,5.00,360.00,360.00,,8.00,,,,
2019/05/24 11:11:02 pm GMT-6,5.00,1.00,61.00,5.00,2.00,2009.00,1000.00,2.00,0.00,250.00,360.00,,7.00,,,,
2019/05/25 12:55:22 am GMT-6,2.00,1.00,61.00,4.00,1.00,2015.00,400.00,10.00,100.00,360.00,0.00,,5.00,,,,
2019/05/25 5:33:07 pm GMT-6,4.00,1.00,61.00,5.00,1.00,1999.00,700.00,80.00,0.00,360.00,300.00,,6.00,,,,
2019/05/22 3:36:08 am GMT-6,5.00,2.00,62.00,4.00,2.00,2009.00,625.00,13.00,25.00,360.00,360.00,,6.00,,,,
2019/05/22 6:27:48 am GMT-6,2.00,2.00,62.00,4.00,4.00,1994.00,750.00,5.00,5.00,360.00,0.00,,8.00,,,,
2019/05/22 12:07:24 pm GMT-6,4.00,1.00,62.00,2.00,2.00,1994.00,1000.00,25.00,20.00,360.00,150.00,,4.00,,,,
2019/05/23 4:49:39 am GMT-6,2.00,1.00,62.00,2.00,1.00,2009.00,1200.00,1.00,15.00,360.00,15.00,,3.00,,,,
2019/05/23 5:37:28 am GMT-6,4.00,1.00,62.00,4.00,4.00,1999.00,990.00,4.00,0.00,360.00,100.00,,8.00,,,,
2019/05/24 1:33:20 pm GMT-6,2.00,1.00,62.00,3.00,5.00,2014.00,1000.00,30.00,20.00,360.00,30.00,,8.00,,,,
2019/05/24 3:34:30 pm GMT-6,4.00,1.00,62.00,4.00,1.00,1995.00,1000.00,1.00,4.00,10.00,0.00,,5.00,,,,
2019/05/24 5:55:45 pm GMT-6,4.00,1.00,62.00,4.00,6.00,1989.00,400.00,52.00,52.00,360.00,360.00,,10.00,,,,
2019/05/24 5:56:21 pm GMT-6,4.00,2.00,62.00,4.00,3.00,1997.00,400.00,3.00,2.00,360.00,0.00,,7.00,,,,
2019/05/24 6:01:01 pm GMT-6,2.00,1.00,62.00,1.00,3.00,2007.00,350.00,10.00,2.00,360.00,80.00,,4.00,,,,
2019/05/24 6:09:30 pm GMT-6,2.00,2.00,62.00,1.00,5.00,2014.00,350.00,110.00,30.00,360.00,90.00,,6.00,,,,
2019/05/24 6:11:48 pm GMT-6,3.00,1.00,62.00,5.00,5.00,2011.00,300.00,20.00,40.00,360.00,360.00,,10.00,,,,
2019/05/24 6:50:55 pm GMT-6,3.00,2.00,62.00,5.00,4.00,1984.00,500.00,140.00,100.00,360.00,360.00,,9.00,,,,
2019/05/24 6:53:39 pm GMT-6,2.00,1.00,62.00,1.00,4.00,1999.00,475.00,2.00,2.00,360.00,0.00,,5.00,,,,
2019/05/24 7:49:05 pm GMT-6,1.00,2.00,62.00,2.00,2.00,1994.00,600.00,3.00,12.00,360.00,0.00,,4.00,,,,
2019/05/24 11:27:04 pm GMT-6,4.00,2.00,62.00,8.00,3.00,1979.00,400.00,1.00,2.00,360.00,50.00,,11.00,,,,
2019/05/25 1:28:14 am GMT-6,1.00,1.00,62.00,2.00,4.00,2008.00,550.00,20.00,30.00,360.00,0.00,,6.00,,,,
2019/05/25 8:08:17 am GMT-6,4.00,2.00,62.00,2.00,5.00,2000.00,1000.00,15.00,0.00,360.00,360.00,,7.00,,,,
2019/05/25 8:16:19 am GMT-6,2.00,1.00,62.00,4.00,3.00,2004.00,1900.00,30.00,20.00,336.00,336.00,,7.00,,,,
2019/05/26 3:51:38 am GMT-6,2.00,1.00,62.00,4.00,2.00,2011.00,520.00,10.00,1.00,360.00,360.00,,6.00,,,,
2019/05/22 9:29:48 am GMT-6,4.00,2.00,63.00,4.00,4.00,2007.00,1000.00,2.00,2.00,360.00,360.00,,8.00,,,,
2019/05/22 10:44:55 am GMT-6,3.00,2.00,63.00,4.00,1.00,2003.00,320.00,8.00,30.00,360.00,360.00,,5.00,,,,
2019/05/22 11:46:49 am GMT-6,3.00,1.00,63.00,2.00,3.00,2005.00,450.00,50.00,20.00,360.00,0.00,,5.00,,,,
2019/05/22 3:55:56 pm GMT-6,3.00,1.00,63.00,4.00,3.00,1998.00,650.00,250.00,259.00,360.00,0.00,,7.00,,,,
